clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path,cond
fsd:dev:ANML:235875,real,ANML,vocal,fsd50k,real,real,fsd50k,235875,dev,1,223433202399277,train,fsd50k/FSD50K.dev_audio/235875.wav,real
fsd:dev:ANML:235876,real,ANML,vocal,fsd50k,real,real,fsd50k,235876,dev,1,160361392619292,train,fsd50k/FSD50K.dev_audio/235876.wav,real
fsd:dev:ANML:235877,real,ANML,vocal,fsd50k,real,real,fsd50k,235877,dev,1,199277648002199,train,fsd50k/FSD50K.dev_audio/235877.wav,real
fsd:dev:ANML:235878,real,ANML,vocal,fsd50k,real,real,fsd50k,235878,dev,1,133318011525408,train,fsd50k/FSD50K.dev_audio/235878.wav,real
fsd:dev:ANML:235879,real,ANML,vocal,fsd50k,real,real,fsd50k,235879,dev,1,167978940953936,train,fsd50k/FSD50K.dev_audio/235879.wav,real
fsd:dev:ANML:235881,real,ANML,vocal,fsd50k,real,real,fsd50k,235881,dev,1,207882938399871,train,fsd50k/FSD50K.dev_audio/235881.wav,real
fsd:dev:ANML:235883,real,ANML,vocal,fsd50k,real,real,fsd50k,235883,dev,1,209453711862682,train,fsd50k/FSD50K.dev_audio/235883.wav,real
fsd:dev:ANML:235884,real,ANML,vocal,fsd50k,real,real,fsd50k,235884,dev,1,107454735130065,train,fsd50k/FSD50K.dev_audio/235884.wav,real
fsd:dev:ANML:235885,real,ANML,vocal,fsd50k,real,real,fsd50k,235885,dev,1,3101927433979,train,fsd50k/FSD50K.dev_audio/235885.wav,real
fsd:dev:ANML:235886,real,ANML,vocal,fsd50k,real,real,fsd50k,235886,dev,1,156911347023648,train,fsd50k/FSD50K.dev_audio/235886.wav,real
fsd:dev:ANML:235887,real,ANML,vocal,fsd50k,real,real,fsd50k,235887,dev,1,233633252993177,train,fsd50k/FSD50K.dev_audio/235887.wav,real
fsd:dev:ANML:235888,real,ANML,vocal,fsd50k,real,real,fsd50k,235888,dev,1,46042620458649,train,fsd50k/FSD50K.dev_audio/235888.wav,real
fsd:dev:ANML:235889,real,ANML,vocal,fsd50k,real,real,fsd50k,235889,dev,1,32994446676440,train,fsd50k/FSD50K.dev_audio/235889.wav,real
fsd:dev:ANML:235890,real,ANML,vocal,fsd50k,real,real,fsd50k,235890,dev,1,253474026874666,train,fsd50k/FSD50K.dev_audio/235890.wav,real
fsd:dev:ANML:235891,real,ANML,vocal,fsd50k,real,real,fsd50k,235891,dev,1,69388966298372,train,fsd50k/FSD50K.dev_audio/235891.wav,real
fsd:dev:ANML:235892,real,ANML,vocal,fsd50k,real,real,fsd50k,235892,dev,1,117547038409263,train,fsd50k/FSD50K.dev_audio/235892.wav,real
fsd:dev:ANML:236012,real,ANML,vocal,fsd50k,real,real,fsd50k,236012,dev,1,213017024452670,train,fsd50k/FSD50K.dev_audio/236012.wav,real
fsd:dev:ANML:236014,real,ANML,vocal,fsd50k,real,real,fsd50k,236014,dev,1,261560463146164,train,fsd50k/FSD50K.dev_audio/236014.wav,real
fsd:dev:ANML:236016,real,ANML,vocal,fsd50k,real,real,fsd50k,236016,dev,1,250566375614125,train,fsd50k/FSD50K.dev_audio/236016.wav,real
fsd:dev:ANML:236019,real,ANML,vocal,fsd50k,real,real,fsd50k,236019,dev,1,261783592513800,train,fsd50k/FSD50K.dev_audio/236019.wav,real
fsd:dev:ANML:236020,real,ANML,vocal,fsd50k,real,real,fsd50k,236020,dev,1,107299849923337,train,fsd50k/FSD50K.dev_audio/236020.wav,real
fsd:dev:BELL:10430,real,BELL,tonal,fsd50k,real,real,fsd50k,10430,dev,1,45717793618575,train,fsd50k/FSD50K.dev_audio/10430.wav,real
fsd:dev:BELL:10431,real,BELL,tonal,fsd50k,real,real,fsd50k,10431,dev,1,172624301831305,train,fsd50k/FSD50K.dev_audio/10431.wav,real
fsd:dev:BELL:10433,real,BELL,tonal,fsd50k,real,real,fsd50k,10433,dev,1,226061688159353,train,fsd50k/FSD50K.dev_audio/10433.wav,real
fsd:dev:BELL:10434,real,BELL,tonal,fsd50k,real,real,fsd50k,10434,dev,1,36277714671657,train,fsd50k/FSD50K.dev_audio/10434.wav,real
fsd:dev:BELL:10437,real,BELL,tonal,fsd50k,real,real,fsd50k,10437,dev,1,146884320793610,train,fsd50k/FSD50K.dev_audio/10437.wav,real
fsd:dev:BELL:10439,real,BELL,tonal,fsd50k,real,real,fsd50k,10439,dev,1,244755995041118,train,fsd50k/FSD50K.dev_audio/10439.wav,real
fsd:dev:BELL:10440,real,BELL,tonal,fsd50k,real,real,fsd50k,10440,dev,1,226193508449527,train,fsd50k/FSD50K.dev_audio/10440.wav,real
fsd:dev:BELL:10441,real,BELL,tonal,fsd50k,real,real,fsd50k,10441,dev,1,48577916346556,train,fsd50k/FSD50K.dev_audio/10441.wav,real
fsd:dev:BELL:10442,real,BELL,tonal,fsd50k,real,real,fsd50k,10442,dev,1,55505222959925,train,fsd50k/FSD50K.dev_audio/10442.wav,real
fsd:dev:BELL:10446,real,BELL,tonal,fsd50k,real,real,fsd50k,10446,dev,1,117335326903905,train,fsd50k/FSD50K.dev_audio/10446.wav,real
fsd:dev:BELL:10449,real,BELL,tonal,fsd50k,real,real,fsd50k,10449,dev,1,266115371484517,train,fsd50k/FSD50K.dev_audio/10449.wav,real
fsd:dev:BELL:10450,real,BELL,tonal,fsd50k,real,real,fsd50k,10450,dev,1,169342304691642,train,fsd50k/FSD50K.dev_audio/10450.wav,real
fsd:dev:BELL:10453,real,BELL,tonal,fsd50k,real,real,fsd50k,10453,dev,1,213100782915926,train,fsd50k/FSD50K.dev_audio/10453.wav,real
fsd:dev:BELL:10454,real,BELL,tonal,fsd50k,real,real,fsd50k,10454,dev,1,92023511125521,train,fsd50k/FSD50K.dev_audio/10454.wav,real
fsd:dev:BELL:10455,real,BELL,tonal,fsd50k,real,real,fsd50k,10455,dev,1,167365989023815,train,fsd50k/FSD50K.dev_audio/10455.wav,real
fsd:dev:BELL:10457,real,BELL,tonal,fsd50k,real,real,fsd50k,10457,dev,1,134820701102550,train,fsd50k/FSD50K.dev_audio/10457.wav,real
fsd:dev:BELL:10461,real,BELL,tonal,fsd50k,real,real,fsd50k,10461,dev,1,166501623504904,train,fsd50k/FSD50K.dev_audio/10461.wav,real
fsd:dev:BELL:10462,real,BELL,tonal,fsd50k,real,real,fsd50k,10462,dev,1,4653060034681,train,fsd50k/FSD50K.dev_audio/10462.wav,real
fsd:dev:BELL:10464,real,BELL,tonal,fsd50k,real,real,fsd50k,10464,dev,1,247061236117201,train,fsd50k/FSD50K.dev_audio/10464.wav,real
fsd:dev:BELL:10712,real,BELL,tonal,fsd50k,real,real,fsd50k,10712,dev,1,191215230262583,train,fsd50k/FSD50K.dev_audio/10712.wav,real
fsd:dev:BELL:10729,real,BELL,tonal,fsd50k,real,real,fsd50k,10729,dev,1,16542375231413,train,fsd50k/FSD50K.dev_audio/10729.wav,real
fsd:dev:BELL:120257,real,BELL,tonal,fsd50k,real,real,fsd50k,120257,dev,1,38536643478874,train,fsd50k/FSD50K.dev_audio/120257.wav,real
fsd:dev:BELL:120261,real,BELL,tonal,fsd50k,real,real,fsd50k,120261,dev,1,65829977069034,train,fsd50k/FSD50K.dev_audio/120261.wav,real
fsd:dev:BELL:125141,real,BELL,tonal,fsd50k,real,real,fsd50k,125141,dev,1,233245850944059,train,fsd50k/FSD50K.dev_audio/125141.wav,real
fsd:dev:BELL:125145,real,BELL,tonal,fsd50k,real,real,fsd50k,125145,dev,1,173379581437250,train,fsd50k/FSD50K.dev_audio/125145.wav,real
fsd:dev:BELL:125146,real,BELL,tonal,fsd50k,real,real,fsd50k,125146,dev,1,140497744141239,train,fsd50k/FSD50K.dev_audio/125146.wav,real
fsd:dev:BELL:127451,real,BELL,tonal,fsd50k,real,real,fsd50k,127451,dev,1,73659283298877,val,fsd50k/FSD50K.dev_audio/127451.wav,real
fsd:dev:BELL:135129,real,BELL,tonal,fsd50k,real,real,fsd50k,135129,dev,1,173212925179426,train,fsd50k/FSD50K.dev_audio/135129.wav,real
fsd:dev:BELL:139053,real,BELL,tonal,fsd50k,real,real,fsd50k,139053,dev,1,258621978615656,train,fsd50k/FSD50K.dev_audio/139053.wav,real
fsd:dev:BELL:14640,real,BELL,tonal,fsd50k,real,real,fsd50k,14640,dev,1,232869759393924,val,fsd50k/FSD50K.dev_audio/14640.wav,real
fsd:dev:BELL:14642,real,BELL,tonal,fsd50k,real,real,fsd50k,14642,dev,1,172971446808237,val,fsd50k/FSD50K.dev_audio/14642.wav,real
fsd:dev:BELL:14643,real,BELL,tonal,fsd50k,real,real,fsd50k,14643,dev,1,254513871184624,val,fsd50k/FSD50K.dev_audio/14643.wav,real
fsd:dev:BELL:147648,real,BELL,tonal,fsd50k,real,real,fsd50k,147648,dev,1,107992543614195,val,fsd50k/FSD50K.dev_audio/147648.wav,real
fsd:dev:BELL:147898,real,BELL,tonal,fsd50k,real,real,fsd50k,147898,dev,1,27009801983473,train,fsd50k/FSD50K.dev_audio/147898.wav,real
fsd:dev:BELL:148849,real,BELL,tonal,fsd50k,real,real,fsd50k,148849,dev,1,39037869456514,train,fsd50k/FSD50K.dev_audio/148849.wav,real
fsd:dev:BELL:149268,real,BELL,tonal,fsd50k,real,real,fsd50k,149268,dev,1,249319641255304,train,fsd50k/FSD50K.dev_audio/149268.wav,real
fsd:dev:BELL:149270,real,BELL,tonal,fsd50k,real,real,fsd50k,149270,dev,1,235228383226626,train,fsd50k/FSD50K.dev_audio/149270.wav,real
fsd:dev:BELL:151893,real,BELL,tonal,fsd50k,real,real,fsd50k,151893,dev,1,117293786675554,train,fsd50k/FSD50K.dev_audio/151893.wav,real
fsd:dev:BELL:156121,real,BELL,tonal,fsd50k,real,real,fsd50k,156121,dev,1,189213537199796,train,fsd50k/FSD50K.dev_audio/156121.wav,real
fsd:dev:BELL:156122,real,BELL,tonal,fsd50k,real,real,fsd50k,156122,dev,1,107600897738073,train,fsd50k/FSD50K.dev_audio/156122.wav,real
fsd:dev:BIRD:100800,real,BIRD,vocal,fsd50k,real,real,fsd50k,100800,dev,1,89179359345239,train,fsd50k/FSD50K.dev_audio/100800.wav,real
fsd:dev:BIRD:101453,real,BIRD,vocal,fsd50k,real,real,fsd50k,101453,dev,1,89591650000053,train,fsd50k/FSD50K.dev_audio/101453.wav,real
fsd:dev:BIRD:103110,real,BIRD,vocal,fsd50k,real,real,fsd50k,103110,dev,1,134782957167109,val,fsd50k/FSD50K.dev_audio/103110.wav,real
fsd:dev:BIRD:104582,real,BIRD,vocal,fsd50k,real,real,fsd50k,104582,dev,1,21808454076084,train,fsd50k/FSD50K.dev_audio/104582.wav,real
fsd:dev:BIRD:104604,real,BIRD,vocal,fsd50k,real,real,fsd50k,104604,dev,1,64500085403500,train,fsd50k/FSD50K.dev_audio/104604.wav,real
fsd:dev:BIRD:104911,real,BIRD,vocal,fsd50k,real,real,fsd50k,104911,dev,1,192717199137785,train,fsd50k/FSD50K.dev_audio/104911.wav,real
fsd:dev:BIRD:104930,real,BIRD,vocal,fsd50k,real,real,fsd50k,104930,dev,1,92460534968882,train,fsd50k/FSD50K.dev_audio/104930.wav,real
fsd:dev:BIRD:104931,real,BIRD,vocal,fsd50k,real,real,fsd50k,104931,dev,1,28142166271508,train,fsd50k/FSD50K.dev_audio/104931.wav,real
