clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path
sao:MUSC:234084920943530,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:175190,gen,1,234084920943530,test,synth/sao_pairs/MUSC/234084920943530.wav
fsd:eval:MUSC:175196,real,MUSC,tonal,fsd50k,real,real,fsd50k,175196,eval,1,36250732742232,test,fsd50k/FSD50K.eval_audio/175196.wav
sao:MUSC:36250732742232,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:175196,gen,1,36250732742232,test,synth/sao_pairs/MUSC/36250732742232.wav
fsd:eval:MUSC:196652,real,MUSC,tonal,fsd50k,real,real,fsd50k,196652,eval,1,183118812157363,test,fsd50k/FSD50K.eval_audio/196652.wav
sao:MUSC:183118812157363,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:196652,gen,1,183118812157363,test,synth/sao_pairs/MUSC/183118812157363.wav
fsd:eval:MUSC:210716,real,MUSC,tonal,fsd50k,real,real,fsd50k,210716,eval,1,144281886424056,test,fsd50k/FSD50K.eval_audio/210716.wav
sao:MUSC:144281886424056,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:210716,gen,1,144281886424056,test,synth/sao_pairs/MUSC/144281886424056.wav
fsd:eval:MUSC:94934,real,MUSC,tonal,fsd50k,real,real,fsd50k,94934,eval,1,29333852674065,test,fsd50k/FSD50K.eval_audio/94934.wav
sao:MUSC:29333852674065,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:94934,gen,1,29333852674065,test,synth/sao_pairs/MUSC/29333852674065.wav
fsd:eval:MUSC:240195,real,MUSC,tonal,fsd50k,real,real,fsd50k,240195,eval,1,216802774343360,test,fsd50k/FSD50K.eval_audio/240195.wav
sao:MUSC:216802774343360,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:240195,gen,1,216802774343360,test,synth/sao_pairs/MUSC/216802774343360.wav
fsd:eval:MUSC:89494,real,MUSC,tonal,fsd50k,real,real,fsd50k,89494,eval,1,220883499956664,test,fsd50k/FSD50K.eval_audio/89494.wav
sao:MUSC:220883499956664,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:89494,gen,1,220883499956664,test,synth/sao_pairs/MUSC/220883499956664.wav
fsd:eval:MUSC:256985,real,MUSC,tonal,fsd50k,real,real,fsd50k,256985,eval,1,42923151851128,test,fsd50k/FSD50K.eval_audio/256985.wav
sao:MUSC:42923151851128,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:256985,gen,1,42923151851128,test,synth/sao_pairs/MUSC/42923151851128.wav
fsd:eval:MUSC:256986,real,MUSC,tonal,fsd50k,real,real,fsd50k,256986,eval,1,76752812387728,test,fsd50k/FSD50K.eval_audio/256986.wav
sao:MUSC:76752812387728,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:256986,gen,1,76752812387728,test,synth/sao_pairs/MUSC/76752812387728.wav
fsd:eval:MUSC:258115,real,MUSC,tonal,fsd50k,real,real,fsd50k,258115,eval,1,64268134062919,test,fsd50k/FSD50K.eval_audio/258115.wav
sao:MUSC:64268134062919,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:258115,gen,1,64268134062919,test,synth/sao_pairs/MUSC/64268134062919.wav
fsd:eval:MUSC:259886,real,MUSC,tonal,fsd50k,real,real,fsd50k,259886,eval,1,16885555714956,test,fsd50k/FSD50K.eval_audio/259886.wav
sao:MUSC:16885555714956,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:259886,gen,1,16885555714956,test,synth/sao_pairs/MUSC/16885555714956.wav
fsd:eval:MUSC:259887,real,MUSC,tonal,fsd50k,real,real,fsd50k,259887,eval,1,3192648696387,test,fsd50k/FSD50K.eval_audio/259887.wav
sao:MUSC:3192648696387,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:259887,gen,1,3192648696387,test,synth/sao_pairs/MUSC/3192648696387.wav
fsd:eval:MUSC:250132,real,MUSC,tonal,fsd50k,real,real,fsd50k,250132,eval,1,6231439896580,test,fsd50k/FSD50K.eval_audio/250132.wav
sao:MUSC:6231439896580,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:250132,gen,1,6231439896580,test,synth/sao_pairs/MUSC/6231439896580.wav
fsd:eval:MUSC:213096,real,MUSC,tonal,fsd50k,real,real,fsd50k,213096,eval,1,66343394805588,test,fsd50k/FSD50K.eval_audio/213096.wav
sao:MUSC:66343394805588,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:213096,gen,1,66343394805588,test,synth/sao_pairs/MUSC/66343394805588.wav
fsd:eval:MUSC:323817,real,MUSC,tonal,fsd50k,real,real,fsd50k,323817,eval,1,244994754475378,test,fsd50k/FSD50K.eval_audio/323817.wav
sao:MUSC:244994754475378,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:323817,gen,1,244994754475378,test,synth/sao_pairs/MUSC/244994754475378.wav
fsd:eval:MUSC:251622,real,MUSC,tonal,fsd50k,real,real,fsd50k,251622,eval,1,14165024994190,test,fsd50k/FSD50K.eval_audio/251622.wav
sao:MUSC:14165024994190,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:251622,gen,1,14165024994190,test,synth/sao_pairs/MUSC/14165024994190.wav
fsd:eval:MUSC:363467,real,MUSC,tonal,fsd50k,real,real,fsd50k,363467,eval,1,22142053682825,test,fsd50k/FSD50K.eval_audio/363467.wav
sao:MUSC:22142053682825,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:363467,gen,1,22142053682825,test,synth/sao_pairs/MUSC/22142053682825.wav
fsd:eval:MUSC:36131,real,MUSC,tonal,fsd50k,real,real,fsd50k,36131,eval,1,31568378343109,test,fsd50k/FSD50K.eval_audio/36131.wav
sao:MUSC:31568378343109,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:36131,gen,1,31568378343109,test,synth/sao_pairs/MUSC/31568378343109.wav
fsd:eval:MUSC:221275,real,MUSC,tonal,fsd50k,real,real,fsd50k,221275,eval,1,216167001670266,test,fsd50k/FSD50K.eval_audio/221275.wav
sao:MUSC:216167001670266,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:221275,gen,1,216167001670266,test,synth/sao_pairs/MUSC/216167001670266.wav
fsd:eval:MUSC:238932,real,MUSC,tonal,fsd50k,real,real,fsd50k,238932,eval,1,121267803664160,test,fsd50k/FSD50K.eval_audio/238932.wav
sao:MUSC:121267803664160,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:238932,gen,1,121267803664160,test,synth/sao_pairs/MUSC/121267803664160.wav
fsd:eval:MUSC:181827,real,MUSC,tonal,fsd50k,real,real,fsd50k,181827,eval,1,139753122703752,test,fsd50k/FSD50K.eval_audio/181827.wav
sao:MUSC:139753122703752,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:181827,gen,1,139753122703752,test,synth/sao_pairs/MUSC/139753122703752.wav
fsd:eval:MUSC:53815,real,MUSC,tonal,fsd50k,real,real,fsd50k,53815,eval,1,232212179788718,test,fsd50k/FSD50K.eval_audio/53815.wav
sao:MUSC:232212179788718,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:53815,gen,1,232212179788718,test,synth/sao_pairs/MUSC/232212179788718.wav
fsd:eval:MUSC:192678,real,MUSC,tonal,fsd50k,real,real,fsd50k,192678,eval,1,123882442088191,test,fsd50k/FSD50K.eval_audio/192678.wav
sao:MUSC:123882442088191,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:192678,gen,1,123882442088191,test,synth/sao_pairs/MUSC/123882442088191.wav
fsd:eval:MUSC:237903,real,MUSC,tonal,fsd50k,real,real,fsd50k,237903,eval,1,181027357111376,test,fsd50k/FSD50K.eval_audio/237903.wav
sao:MUSC:181027357111376,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:237903,gen,1,181027357111376,test,synth/sao_pairs/MUSC/181027357111376.wav
fsd:eval:MUSC:237910,real,MUSC,tonal,fsd50k,real,real,fsd50k,237910,eval,1,52368342121773,test,fsd50k/FSD50K.eval_audio/237910.wav
sao:MUSC:52368342121773,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:237910,gen,1,52368342121773,test,synth/sao_pairs/MUSC/52368342121773.wav
fsd:eval:MUSC:351175,real,MUSC,tonal,fsd50k,real,real,fsd50k,351175,eval,1,256961459314926,test,fsd50k/FSD50K.eval_audio/351175.wav
sao:MUSC:256961459314926,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:351175,gen,1,256961459314926,test,synth/sao_pairs/MUSC/256961459314926.wav
fsd:eval:MUSC:351176,real,MUSC,tonal,fsd50k,real,real,fsd50k,351176,eval,1,240217372670967,test,fsd50k/FSD50K.eval_audio/351176.wav
sao:MUSC:240217372670967,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:351176,gen,1,240217372670967,test,synth/sao_pairs/MUSC/240217372670967.wav
fsd:eval:MUSC:351177,real,MUSC,tonal,fsd50k,real,real,fsd50k,351177,eval,1,225253975412079,test,fsd50k/FSD50K.eval_audio/351177.wav
sao:MUSC:225253975412079,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:351177,gen,1,225253975412079,test,synth/sao_pairs/MUSC/225253975412079.wav
fsd:eval:MUSC:170309,real,MUSC,tonal,fsd50k,real,real,fsd50k,170309,eval,1,132424085346016,test,fsd50k/FSD50K.eval_audio/170309.wav
sao:MUSC:132424085346016,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:170309,gen,1,132424085346016,test,synth/sao_pairs/MUSC/132424085346016.wav
fsd:eval:MUSC:141186,real,MUSC,tonal,fsd50k,real,real,fsd50k,141186,eval,1,145895977837175,test,fsd50k/FSD50K.eval_audio/141186.wav
sao:MUSC:145895977837175,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:141186,gen,1,145895977837175,test,synth/sao_pairs/MUSC/145895977837175.wav
fsd:eval:MUSC:165331,real,MUSC,tonal,fsd50k,real,real,fsd50k,165331,eval,1,137172125711323,test,fsd50k/FSD50K.eval_audio/165331.wav
sao:MUSC:137172125711323,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:165331,gen,1,137172125711323,test,synth/sao_pairs/MUSC/137172125711323.wav
fsd:eval:MUSC:329109,real,MUSC,tonal,fsd50k,real,real,fsd50k,329109,eval,1,121426162362304,test,fsd50k/FSD50K.eval_audio/329109.wav
sao:MUSC:121426162362304,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:329109,gen,1,121426162362304,test,synth/sao_pairs/MUSC/121426162362304.wav
fsd:eval:MUSC:329110,real,MUSC,tonal,fsd50k,real,real,fsd50k,329110,eval,1,228769877892693,test,fsd50k/FSD50K.eval_audio/329110.wav
sao:MUSC:228769877892693,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:329110,gen,1,228769877892693,test,synth/sao_pairs/MUSC/228769877892693.wav
fsd:eval:MUSC:349201,real,MUSC,tonal,fsd50k,real,real,fsd50k,349201,eval,1,240150128389160,test,fsd50k/FSD50K.eval_audio/349201.wav
sao:MUSC:240150128389160,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:349201,gen,1,240150128389160,test,synth/sao_pairs/MUSC/240150128389160.wav
fsd:eval:MUSC:329870,real,MUSC,tonal,fsd50k,real,real,fsd50k,329870,eval,1,274917267961571,test,fsd50k/FSD50K.eval_audio/329870.wav
sao:MUSC:274917267961571,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:329870,gen,1,274917267961571,test,synth/sao_pairs/MUSC/274917267961571.wav
fsd:eval:MUSC:401692,real,MUSC,tonal,fsd50k,real,real,fsd50k,401692,eval,1,44277319881603,test,fsd50k/FSD50K.eval_audio/401692.wav
sao:MUSC:44277319881603,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:401692,gen,1,44277319881603,test,synth/sao_pairs/MUSC/44277319881603.wav
fsd:eval:MUSC:194431,real,MUSC,tonal,fsd50k,real,real,fsd50k,194431,eval,1,232253177896382,test,fsd50k/FSD50K.eval_audio/194431.wav
sao:MUSC:232253177896382,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:194431,gen,1,232253177896382,test,synth/sao_pairs/MUSC/232253177896382.wav
fsd:eval:MUSC:194432,real,MUSC,tonal,fsd50k,real,real,fsd50k,194432,eval,1,105227774623014,test,fsd50k/FSD50K.eval_audio/194432.wav
sao:MUSC:105227774623014,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:194432,gen,1,105227774623014,test,synth/sao_pairs/MUSC/105227774623014.wav
fsd:eval:MUSC:148934,real,MUSC,tonal,fsd50k,real,real,fsd50k,148934,eval,1,192313163813849,test,fsd50k/FSD50K.eval_audio/148934.wav
sao:MUSC:192313163813849,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:148934,gen,1,192313163813849,test,synth/sao_pairs/MUSC/192313163813849.wav
fsd:eval:MUSC:242208,real,MUSC,tonal,fsd50k,real,real,fsd50k,242208,eval,1,246317380629445,test,fsd50k/FSD50K.eval_audio/242208.wav
sao:MUSC:246317380629445,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:242208,gen,1,246317380629445,test,synth/sao_pairs/MUSC/246317380629445.wav
fsd:eval:MUSC:329705,real,MUSC,tonal,fsd50k,real,real,fsd50k,329705,eval,1,187692214777332,test,fsd50k/FSD50K.eval_audio/329705.wav
sao:MUSC:187692214777332,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:329705,gen,1,187692214777332,test,synth/sao_pairs/MUSC/187692214777332.wav
fsd:eval:MUSC:336398,real,MUSC,tonal,fsd50k,real,real,fsd50k,336398,eval,1,50957733227391,test,fsd50k/FSD50K.eval_audio/336398.wav
sao:MUSC:50957733227391,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:336398,gen,1,50957733227391,test,synth/sao_pairs/MUSC/50957733227391.wav
fsd:eval:MUSC:380695,real,MUSC,tonal,fsd50k,real,real,fsd50k,380695,eval,1,77523245500925,test,fsd50k/FSD50K.eval_audio/380695.wav
sao:MUSC:77523245500925,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:380695,gen,1,77523245500925,test,synth/sao_pairs/MUSC/77523245500925.wav
fsd:eval:MUSC:380696,real,MUSC,tonal,fsd50k,real,real,fsd50k,380696,eval,1,131831914071771,test,fsd50k/FSD50K.eval_audio/380696.wav
sao:MUSC:131831914071771,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:380696,gen,1,131831914071771,test,synth/sao_pairs/MUSC/131831914071771.wav
fsd:eval:MUSC:259524,real,MUSC,tonal,fsd50k,real,real,fsd50k,259524,eval,1,35375646584431,test,fsd50k/FSD50K.eval_audio/259524.wav
sao:MUSC:35375646584431,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:259524,gen,1,35375646584431,test,synth/sao_pairs/MUSC/35375646584431.wav
fsd:eval:MUSC:70733,real,MUSC,tonal,fsd50k,real,real,fsd50k,70733,eval,1,267195348521652,test,fsd50k/FSD50K.eval_audio/70733.wav
sao:MUSC:267195348521652,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:70733,gen,1,267195348521652,test,synth/sao_pairs/MUSC/267195348521652.wav
fsd:eval:MUSC:86088,real,MUSC,tonal,fsd50k,real,real,fsd50k,86088,eval,1,22682868118033,test,fsd50k/FSD50K.eval_audio/86088.wav
sao:MUSC:22682868118033,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:86088,gen,1,22682868118033,test,synth/sao_pairs/MUSC/22682868118033.wav
fsd:eval:MUSC:155460,real,MUSC,tonal,fsd50k,real,real,fsd50k,155460,eval,1,78145420062373,test,fsd50k/FSD50K.eval_audio/155460.wav
sao:MUSC:78145420062373,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:155460,gen,1,78145420062373,test,synth/sao_pairs/MUSC/78145420062373.wav
fsd:eval:MUSC:155461,real,MUSC,tonal,fsd50k,real,real,fsd50k,155461,eval,1,48527788697571,test,fsd50k/FSD50K.eval_audio/155461.wav
sao:MUSC:48527788697571,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:155461,gen,1,48527788697571,test,synth/sao_pairs/MUSC/48527788697571.wav
fsd:eval:MUSC:155462,real,MUSC,tonal,fsd50k,real,real,fsd50k,155462,eval,1,157638367588126,test,fsd50k/FSD50K.eval_audio/155462.wav
sao:MUSC:157638367588126,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:155462,gen,1,157638367588126,test,synth/sao_pairs/MUSC/157638367588126.wav
fsd:eval:MUSC:155463,real,MUSC,tonal,fsd50k,real,real,fsd50k,155463,eval,1,264181508366082,test,fsd50k/FSD50K.eval_audio/155463.wav
sao:MUSC:264181508366082,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:155463,gen,1,264181508366082,test,synth/sao_pairs/MUSC/264181508366082.wav
fsd:eval:MUSC:1277,real,MUSC,tonal,fsd50k,real,real,fsd50k,1277,eval,1,258159884163180,test,fsd50k/FSD50K.eval_audio/1277.wav
sao:MUSC:258159884163180,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:1277,gen,1,258159884163180,test,synth/sao_pairs/MUSC/258159884163180.wav
fsd:eval:MUSC:1283,real,MUSC,tonal,fsd50k,real,real,fsd50k,1283,eval,1,160648614167671,test,fsd50k/FSD50K.eval_audio/1283.wav
sao:MUSC:160648614167671,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:1283,gen,1,160648614167671,test,synth/sao_pairs/MUSC/160648614167671.wav
fsd:eval:MUSC:380068,real,MUSC,tonal,fsd50k,real,real,fsd50k,380068,eval,1,263364010637194,test,fsd50k/FSD50K.eval_audio/380068.wav
sao:MUSC:263364010637194,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:380068,gen,1,263364010637194,test,synth/sao_pairs/MUSC/263364010637194.wav
fsd:eval:MUSC:380074,real,MUSC,tonal,fsd50k,real,real,fsd50k,380074,eval,1,244688017834743,test,fsd50k/FSD50K.eval_audio/380074.wav
sao:MUSC:244688017834743,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:380074,gen,1,244688017834743,test,synth/sao_pairs/MUSC/244688017834743.wav
fsd:eval:MUSC:233213,real,MUSC,tonal,fsd50k,real,real,fsd50k,233213,eval,1,227496698577245,test,fsd50k/FSD50K.eval_audio/233213.wav
sao:MUSC:227496698577245,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:233213,gen,1,227496698577245,test,synth/sao_pairs/MUSC/227496698577245.wav
fsd:eval:MUSC:233214,real,MUSC,tonal,fsd50k,real,real,fsd50k,233214,eval,1,121200410218323,test,fsd50k/FSD50K.eval_audio/233214.wav
sao:MUSC:121200410218323,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:233214,gen,1,121200410218323,test,synth/sao_pairs/MUSC/121200410218323.wav
fsd:eval:MUSC:233215,real,MUSC,tonal,fsd50k,real,real,fsd50k,233215,eval,1,275065046600404,test,fsd50k/FSD50K.eval_audio/233215.wav
sao:MUSC:275065046600404,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:233215,gen,1,275065046600404,test,synth/sao_pairs/MUSC/275065046600404.wav
fsd:eval:MUSC:233216,real,MUSC,tonal,fsd50k,real,real,fsd50k,233216,eval,1,185665320293235,test,fsd50k/FSD50K.eval_audio/233216.wav
sao:MUSC:185665320293235,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:233216,gen,1,185665320293235,test,synth/sao_pairs/MUSC/185665320293235.wav
fsd:eval:MUSC:233217,real,MUSC,tonal,fsd50k,real,real,fsd50k,233217,eval,1,163732586517519,test,fsd50k/FSD50K.eval_audio/233217.wav
sao:MUSC:163732586517519,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:233217,gen,1,163732586517519,test,synth/sao_pairs/MUSC/163732586517519.wav
fsd:eval:MUSC:60695,real,MUSC,tonal,fsd50k,real,real,fsd50k,60695,eval,1,144162436444950,test,fsd50k/FSD50K.eval_audio/60695.wav
sao:MUSC:144162436444950,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:60695,gen,1,144162436444950,test,synth/sao_pairs/MUSC/144162436444950.wav
fsd:eval:MUSC:60696,real,MUSC,tonal,fsd50k,real,real,fsd50k,60696,eval,1,138693734689791,test,fsd50k/FSD50K.eval_audio/60696.wav
sao:MUSC:138693734689791,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:60696,gen,1,138693734689791,test,synth/sao_pairs/MUSC/138693734689791.wav
fsd:eval:MUSC:60697,real,MUSC,tonal,fsd50k,real,real,fsd50k,60697,eval,1,167272238960475,test,fsd50k/FSD50K.eval_audio/60697.wav
sao:MUSC:167272238960475,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:60697,gen,1,167272238960475,test,synth/sao_pairs/MUSC/167272238960475.wav
fsd:eval:MUSC:60698,real,MUSC,tonal,fsd50k,real,real,fsd50k,60698,eval,1,251326282694106,test,fsd50k/FSD50K.eval_audio/60698.wav
sao:MUSC:251326282694106,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:60698,gen,1,251326282694106,test,synth/sao_pairs/MUSC/251326282694106.wav
fsd:eval:MUSC:54684,real,MUSC,tonal,fsd50k,real,real,fsd50k,54684,eval,1,232121857183616,test,fsd50k/FSD50K.eval_audio/54684.wav
sao:MUSC:232121857183616,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:eval:MUSC:54684,gen,1,232121857183616,test,synth/sao_pairs/MUSC/232121857183616.wav
fsd:dev:MUSC:165523,real,MUSC,tonal,fsd50k,real,real,fsd50k,165523,dev,1,126955538442044,val,fsd50k/FSD50K.dev_audio/165523.wav
sao:MUSC:126955538442044,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:165523,gen,1,126955538442044,val,synth/sao_pairs/MUSC/126955538442044.wav
fsd:dev:MUSC:151316,real,MUSC,tonal,fsd50k,real,real,fsd50k,151316,dev,1,266938538271319,val,fsd50k/FSD50K.dev_audio/151316.wav
sao:MUSC:266938538271319,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:151316,gen,1,266938538271319,val,synth/sao_pairs/MUSC/266938538271319.wav
fsd:dev:MUSC:151354,real,MUSC,tonal,fsd50k,real,real,fsd50k,151354,dev,1,143206542595110,val,fsd50k/FSD50K.dev_audio/151354.wav
sao:MUSC:143206542595110,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:151354,gen,1,143206542595110,val,synth/sao_pairs/MUSC/143206542595110.wav
fsd:dev:MUSC:151356,real,MUSC,tonal,fsd50k,real,real,fsd50k,151356,dev,1,41169152152296,val,fsd50k/FSD50K.dev_audio/151356.wav
sao:MUSC:41169152152296,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:151356,gen,1,41169152152296,val,synth/sao_pairs/MUSC/41169152152296.wav
fsd:dev:MUSC:316631,real,MUSC,tonal,fsd50k,real,real,fsd50k,316631,dev,1,176607389401506,train,fsd50k/FSD50K.dev_audio/316631.wav
sao:MUSC:176607389401506,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:316631,gen,1,176607389401506,train,synth/sao_pairs/MUSC/176607389401506.wav
fsd:dev:MUSC:316634,real,MUSC,tonal,fsd50k,real,real,fsd50k,316634,dev,1,11368494474986,train,fsd50k/FSD50K.dev_audio/316634.wav
sao:MUSC:11368494474986,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:316634,gen,1,11368494474986,train,synth/sao_pairs/MUSC/11368494474986.wav
fsd:dev:MUSC:350413,real,MUSC,tonal,fsd50k,real,real,fsd50k,350413,dev,1,87429627831397,train,fsd50k/FSD50K.dev_audio/350413.wav
sao:MUSC:87429627831397,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:350413,gen,1,87429627831397,train,synth/sao_pairs/MUSC/87429627831397.wav
fsd:dev:MUSC:350415,real,MUSC,tonal,fsd50k,real,real,fsd50k,350415,dev,1,55302614643065,train,fsd50k/FSD50K.dev_audio/350415.wav
sao:MUSC:55302614643065,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:350415,gen,1,55302614643065,train,synth/sao_pairs/MUSC/55302614643065.wav
fsd:dev:MUSC:350417,real,MUSC,tonal,fsd50k,real,real,fsd50k,350417,dev,1,136101467168556,train,fsd50k/FSD50K.dev_audio/350417.wav
sao:MUSC:136101467168556,synth,MUSC,other,stable_audio_open,sao,synth,generated,fsd:dev:MUSC:350417,gen,1,136101467168556,train,synth/sao_pairs/MUSC/136101467168556.wav
