clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path
fsd:eval:MUSC:194432,real,MUSC,tonal,fsd50k,real,real,fsd50k,194432,eval,1,-1,test,fsd50k/FSD50K.eval_audio/194432.wav
fsd:eval:MUSC:148934,real,MUSC,tonal,fsd50k,real,real,fsd50k,148934,eval,1,-1,test,fsd50k/FSD50K.eval_audio/148934.wav
fsd:eval:MUSC:242208,real,MUSC,tonal,fsd50k,real,real,fsd50k,242208,eval,1,-1,test,fsd50k/FSD50K.eval_audio/242208.wav
fsd:eval:MUSC:329705,real,MUSC,tonal,fsd50k,real,real,fsd50k,329705,eval,1,-1,test,fsd50k/FSD50K.eval_audio/329705.wav
fsd:eval:MUSC:336398,real,MUSC,tonal,fsd50k,real,real,fsd50k,336398,eval,1,-1,test,fsd50k/FSD50K.eval_audio/336398.wav
fsd:eval:MUSC:380695,real,MUSC,tonal,fsd50k,real,real,fsd50k,380695,eval,1,-1,test,fsd50k/FSD50K.eval_audio/380695.wav
fsd:eval:MUSC:380696,real,MUSC,tonal,fsd50k,real,real,fsd50k,380696,eval,1,-1,test,fsd50k/FSD50K.eval_audio/380696.wav
fsd:eval:MUSC:259524,real,MUSC,tonal,fsd50k,real,real,fsd50k,259524,eval,1,-1,test,fsd50k/FSD50K.eval_audio/259524.wav
fsd:eval:MUSC:70733,real,MUSC,tonal,fsd50k,real,real,fsd50k,70733,eval,1,-1,test,fsd50k/FSD50K.eval_audio/70733.wav
fsd:eval:MUSC:86088,real,MUSC,tonal,fsd50k,real,real,fsd50k,86088,eval,1,-1,test,fsd50k/FSD50K.eval_audio/86088.wav
fsd:eval:MUSC:155460,real,MUSC,tonal,fsd50k,real,real,fsd50k,155460,eval,1,-1,test,fsd50k/FSD50K.eval_audio/155460.wav
fsd:eval:MUSC:155461,real,MUSC,tonal,fsd50k,real,real,fsd50k,155461,eval,1,-1,test,fsd50k/FSD50K.eval_audio/155461.wav
fsd:eval:MUSC:155462,real,MUSC,tonal,fsd50k,real,real,fsd50k,155462,eval,1,-1,test,fsd50k/FSD50K.eval_audio/155462.wav
fsd:eval:MUSC:155463,real,MUSC,tonal,fsd50k,real,real,fsd50k,155463,eval,1,-1,test,fsd50k/FSD50K.eval_audio/155463.wav
fsd:eval:MUSC:1277,real,MUSC,tonal,fsd50k,real,real,fsd50k,1277,eval,1,-1,test,fsd50k/FSD50K.eval_audio/1277.wav
fsd:eval:MUSC:1283,real,MUSC,tonal,fsd50k,real,real,fsd50k,1283,eval,1,-1,test,fsd50k/FSD50K.eval_audio/1283.wav
fsd:eval:MUSC:380068,real,MUSC,tonal,fsd50k,real,real,fsd50k,380068,eval,1,-1,test,fsd50k/FSD50K.eval_audio/380068.wav
fsd:eval:MUSC:380074,real,MUSC,tonal,fsd50k,real,real,fsd50k,380074,eval,1,-1,test,fsd50k/FSD50K.eval_audio/380074.wav
fsd:eval:MUSC:233213,real,MUSC,tonal,fsd50k,real,real,fsd50k,233213,eval,1,-1,test,fsd50k/FSD50K.eval_audio/233213.wav
fsd:eval:MUSC:233214,real,MUSC,tonal,fsd50k,real,real,fsd50k,233214,eval,1,-1,test,fsd50k/FSD50K.eval_audio/233214.wav
fsd:eval:MUSC:233215,real,MUSC,tonal,fsd50k,real,real,fsd50k,233215,eval,1,-1,test,fsd50k/FSD50K.eval_audio/233215.wav
fsd:eval:MUSC:233216,real,MUSC,tonal,fsd50k,real,real,fsd50k,233216,eval,1,-1,test,fsd50k/FSD50K.eval_audio/233216.wav
fsd:eval:MUSC:233217,real,MUSC,tonal,fsd50k,real,real,fsd50k,233217,eval,1,-1,test,fsd50k/FSD50K.eval_audio/233217.wav
fsd:eval:MUSC:60695,real,MUSC,tonal,fsd50k,real,real,fsd50k,60695,eval,1,-1,test,fsd50k/FSD50K.eval_audio/60695.wav
fsd:eval:MUSC:60696,real,MUSC,tonal,fsd50k,real,real,fsd50k,60696,eval,1,-1,test,fsd50k/FSD50K.eval_audio/60696.wav
fsd:eval:MUSC:60697,real,MUSC,tonal,fsd50k,real,real,fsd50k,60697,eval,1,-1,test,fsd50k/FSD50K.eval_audio/60697.wav
fsd:eval:MUSC:60698,real,MUSC,tonal,fsd50k,real,real,fsd50k,60698,eval,1,-1,test,fsd50k/FSD50K.eval_audio/60698.wav
fsd:eval:MUSC:54684,real,MUSC,tonal,fsd50k,real,real,fsd50k,54684,eval,1,-1,test,fsd50k/FSD50K.eval_audio/54684.wav
fsd:dev:MUSC:165523,real,MUSC,tonal,fsd50k,real,real,fsd50k,165523,dev,1,-1,val,fsd50k/FSD50K.dev_audio/165523.wav
fsd:dev:MUSC:151316,real,MUSC,tonal,fsd50k,real,real,fsd50k,151316,dev,1,-1,val,fsd50k/FSD50K.dev_audio/151316.wav
fsd:dev:MUSC:151354,real,MUSC,tonal,fsd50k,real,real,fsd50k,151354,dev,1,-1,val,fsd50k/FSD50K.dev_audio/151354.wav
fsd:dev:MUSC:151356,real,MUSC,tonal,fsd50k,real,real,fsd50k,151356,dev,1,-1,val,fsd50k/FSD50K.dev_audio/151356.wav
fsd:dev:MUSC:316631,real,MUSC,tonal,fsd50k,real,real,fsd50k,316631,dev,1,-1,train,fsd50k/FSD50K.dev_audio/316631.wav
fsd:dev:MUSC:316634,real,MUSC,tonal,fsd50k,real,real,fsd50k,316634,dev,1,-1,train,fsd50k/FSD50K.dev_audio/316634.wav
fsd:dev:MUSC:350413,real,MUSC,tonal,fsd50k,real,real,fsd50k,350413,dev,1,-1,train,fsd50k/FSD50K.dev_audio/350413.wav
fsd:dev:MUSC:350415,real,MUSC,tonal,fsd50k,real,real,fsd50k,350415,dev,1,-1,train,fsd50k/FSD50K.dev_audio/350415.wav
fsd:dev:MUSC:350417,real,MUSC,tonal,fsd50k,real,real,fsd50k,350417,dev,1,-1,train,fsd50k/FSD50K.dev_audio/350417.wav
fsd:dev:MUSC:350421,real,MUSC,tonal,fsd50k,real,real,fsd50k,350421,dev,1,-1,train,fsd50k/FSD50K.dev_audio/350421.wav
fsd:dev:MUSC:350424,real,MUSC,tonal,fsd50k,real,real,fsd50k,350424,dev,1,-1,train,fsd50k/FSD50K.dev_audio/350424.wav
fsd:dev:MUSC:350426,real,MUSC,tonal,fsd50k,real,real,fsd50k,350426,dev,1,-1,val,fsd50k/FSD50K.dev_audio/350426.wav
fsd:dev:MUSC:246523,real,MUSC,tonal,fsd50k,real,real,fsd50k,246523,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246523.wav
fsd:dev:MUSC:246563,real,MUSC,tonal,fsd50k,real,real,fsd50k,246563,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246563.wav
fsd:dev:MUSC:246564,real,MUSC,tonal,fsd50k,real,real,fsd50k,246564,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246564.wav
fsd:dev:MUSC:246571,real,MUSC,tonal,fsd50k,real,real,fsd50k,246571,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246571.wav
fsd:dev:MUSC:246579,real,MUSC,tonal,fsd50k,real,real,fsd50k,246579,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246579.wav
fsd:dev:MUSC:246580,real,MUSC,tonal,fsd50k,real,real,fsd50k,246580,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246580.wav
fsd:dev:MUSC:246583,real,MUSC,tonal,fsd50k,real,real,fsd50k,246583,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246583.wav
fsd:dev:MUSC:246584,real,MUSC,tonal,fsd50k,real,real,fsd50k,246584,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246584.wav
fsd:dev:MUSC:246586,real,MUSC,tonal,fsd50k,real,real,fsd50k,246586,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246586.wav
fsd:dev:MUSC:246589,real,MUSC,tonal,fsd50k,real,real,fsd50k,246589,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246589.wav
fsd:dev:MUSC:246590,real,MUSC,tonal,fsd50k,real,real,fsd50k,246590,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246590.wav
fsd:dev:MUSC:246591,real,MUSC,tonal,fsd50k,real,real,fsd50k,246591,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246591.wav
fsd:dev:MUSC:246596,real,MUSC,tonal,fsd50k,real,real,fsd50k,246596,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246596.wav
fsd:dev:MUSC:246597,real,MUSC,tonal,fsd50k,real,real,fsd50k,246597,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246597.wav
fsd:dev:MUSC:246598,real,MUSC,tonal,fsd50k,real,real,fsd50k,246598,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246598.wav
fsd:dev:MUSC:246604,real,MUSC,tonal,fsd50k,real,real,fsd50k,246604,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246604.wav
fsd:dev:MUSC:246605,real,MUSC,tonal,fsd50k,real,real,fsd50k,246605,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246605.wav
fsd:dev:MUSC:246606,real,MUSC,tonal,fsd50k,real,real,fsd50k,246606,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246606.wav
fsd:dev:MUSC:246607,real,MUSC,tonal,fsd50k,real,real,fsd50k,246607,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246607.wav
fsd:dev:MUSC:246608,real,MUSC,tonal,fsd50k,real,real,fsd50k,246608,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246608.wav
fsd:dev:MUSC:246626,real,MUSC,tonal,fsd50k,real,real,fsd50k,246626,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246626.wav
fsd:dev:MUSC:246639,real,MUSC,tonal,fsd50k,real,real,fsd50k,246639,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246639.wav
fsd:dev:MUSC:246643,real,MUSC,tonal,fsd50k,real,real,fsd50k,246643,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246643.wav
fsd:dev:MUSC:246644,real,MUSC,tonal,fsd50k,real,real,fsd50k,246644,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246644.wav
fsd:dev:MUSC:246651,real,MUSC,tonal,fsd50k,real,real,fsd50k,246651,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246651.wav
fsd:dev:MUSC:246655,real,MUSC,tonal,fsd50k,real,real,fsd50k,246655,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246655.wav
fsd:dev:MUSC:246656,real,MUSC,tonal,fsd50k,real,real,fsd50k,246656,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246656.wav
fsd:dev:MUSC:246657,real,MUSC,tonal,fsd50k,real,real,fsd50k,246657,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246657.wav
fsd:dev:MUSC:246661,real,MUSC,tonal,fsd50k,real,real,fsd50k,246661,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246661.wav
fsd:dev:MUSC:246663,real,MUSC,tonal,fsd50k,real,real,fsd50k,246663,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246663.wav
fsd:dev:MUSC:246665,real,MUSC,tonal,fsd50k,real,real,fsd50k,246665,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246665.wav
fsd:dev:MUSC:246667,real,MUSC,tonal,fsd50k,real,real,fsd50k,246667,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246667.wav
fsd:dev:MUSC:246669,real,MUSC,tonal,fsd50k,real,real,fsd50k,246669,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246669.wav
fsd:dev:MUSC:246670,real,MUSC,tonal,fsd50k,real,real,fsd50k,246670,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246670.wav
fsd:dev:MUSC:246671,real,MUSC,tonal,fsd50k,real,real,fsd50k,246671,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246671.wav
fsd:dev:MUSC:246674,real,MUSC,tonal,fsd50k,real,real,fsd50k,246674,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246674.wav
fsd:dev:MUSC:246675,real,MUSC,tonal,fsd50k,real,real,fsd50k,246675,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246675.wav
fsd:dev:MUSC:246676,real,MUSC,tonal,fsd50k,real,real,fsd50k,246676,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246676.wav
fsd:dev:MUSC:246678,real,MUSC,tonal,fsd50k,real,real,fsd50k,246678,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246678.wav
fsd:dev:MUSC:246681,real,MUSC,tonal,fsd50k,real,real,fsd50k,246681,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246681.wav
fsd:dev:MUSC:246682,real,MUSC,tonal,fsd50k,real,real,fsd50k,246682,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246682.wav
fsd:dev:MUSC:246687,real,MUSC,tonal,fsd50k,real,real,fsd50k,246687,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246687.wav
fsd:dev:MUSC:246688,real,MUSC,tonal,fsd50k,real,real,fsd50k,246688,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246688.wav
fsd:dev:MUSC:246700,real,MUSC,tonal,fsd50k,real,real,fsd50k,246700,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246700.wav
fsd:dev:MUSC:246701,real,MUSC,tonal,fsd50k,real,real,fsd50k,246701,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246701.wav
fsd:dev:MUSC:246702,real,MUSC,tonal,fsd50k,real,real,fsd50k,246702,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246702.wav
fsd:dev:MUSC:246706,real,MUSC,tonal,fsd50k,real,real,fsd50k,246706,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246706.wav
fsd:dev:MUSC:246707,real,MUSC,tonal,fsd50k,real,real,fsd50k,246707,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246707.wav
fsd:dev:MUSC:246708,real,MUSC,tonal,fsd50k,real,real,fsd50k,246708,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246708.wav
fsd:dev:MUSC:246711,real,MUSC,tonal,fsd50k,real,real,fsd50k,246711,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246711.wav
fsd:dev:MUSC:246715,real,MUSC,tonal,fsd50k,real,real,fsd50k,246715,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246715.wav
fsd:dev:MUSC:246719,real,MUSC,tonal,fsd50k,real,real,fsd50k,246719,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246719.wav
fsd:dev:MUSC:246720,real,MUSC,tonal,fsd50k,real,real,fsd50k,246720,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246720.wav
fsd:dev:MUSC:246721,real,MUSC,tonal,fsd50k,real,real,fsd50k,246721,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246721.wav
fsd:dev:MUSC:246723,real,MUSC,tonal,fsd50k,real,real,fsd50k,246723,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246723.wav
fsd:dev:MUSC:246724,real,MUSC,tonal,fsd50k,real,real,fsd50k,246724,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246724.wav
fsd:dev:MUSC:246725,real,MUSC,tonal,fsd50k,real,real,fsd50k,246725,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246725.wav
fsd:dev:MUSC:246726,real,MUSC,tonal,fsd50k,real,real,fsd50k,246726,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246726.wav
fsd:dev:MUSC:246727,real,MUSC,tonal,fsd50k,real,real,fsd50k,246727,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246727.wav
fsd:dev:MUSC:246728,real,MUSC,tonal,fsd50k,real,real,fsd50k,246728,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246728.wav
fsd:dev:MUSC:246729,real,MUSC,tonal,fsd50k,real,real,fsd50k,246729,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246729.wav
fsd:dev:MUSC:246731,real,MUSC,tonal,fsd50k,real,real,fsd50k,246731,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246731.wav
fsd:dev:MUSC:246732,real,MUSC,tonal,fsd50k,real,real,fsd50k,246732,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246732.wav
fsd:dev:MUSC:246733,real,MUSC,tonal,fsd50k,real,real,fsd50k,246733,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246733.wav
fsd:dev:MUSC:246736,real,MUSC,tonal,fsd50k,real,real,fsd50k,246736,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246736.wav
fsd:dev:MUSC:246737,real,MUSC,tonal,fsd50k,real,real,fsd50k,246737,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246737.wav
fsd:dev:MUSC:246745,real,MUSC,tonal,fsd50k,real,real,fsd50k,246745,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246745.wav
fsd:dev:MUSC:246747,real,MUSC,tonal,fsd50k,real,real,fsd50k,246747,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246747.wav
fsd:dev:MUSC:246748,real,MUSC,tonal,fsd50k,real,real,fsd50k,246748,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246748.wav
fsd:dev:MUSC:246752,real,MUSC,tonal,fsd50k,real,real,fsd50k,246752,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246752.wav
fsd:dev:MUSC:246756,real,MUSC,tonal,fsd50k,real,real,fsd50k,246756,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246756.wav
fsd:dev:MUSC:246759,real,MUSC,tonal,fsd50k,real,real,fsd50k,246759,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246759.wav
fsd:dev:MUSC:246760,real,MUSC,tonal,fsd50k,real,real,fsd50k,246760,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246760.wav
fsd:dev:MUSC:246761,real,MUSC,tonal,fsd50k,real,real,fsd50k,246761,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246761.wav
fsd:dev:MUSC:246762,real,MUSC,tonal,fsd50k,real,real,fsd50k,246762,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246762.wav
fsd:dev:MUSC:246763,real,MUSC,tonal,fsd50k,real,real,fsd50k,246763,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246763.wav
fsd:dev:MUSC:246764,real,MUSC,tonal,fsd50k,real,real,fsd50k,246764,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246764.wav
fsd:dev:MUSC:246766,real,MUSC,tonal,fsd50k,real,real,fsd50k,246766,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246766.wav
fsd:dev:MUSC:246767,real,MUSC,tonal,fsd50k,real,real,fsd50k,246767,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246767.wav
fsd:dev:MUSC:246771,real,MUSC,tonal,fsd50k,real,real,fsd50k,246771,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246771.wav
fsd:dev:MUSC:246773,real,MUSC,tonal,fsd50k,real,real,fsd50k,246773,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246773.wav
fsd:dev:MUSC:246776,real,MUSC,tonal,fsd50k,real,real,fsd50k,246776,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246776.wav
fsd:dev:MUSC:246779,real,MUSC,tonal,fsd50k,real,real,fsd50k,246779,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246779.wav
fsd:dev:MUSC:246782,real,MUSC,tonal,fsd50k,real,real,fsd50k,246782,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246782.wav
fsd:dev:MUSC:246783,real,MUSC,tonal,fsd50k,real,real,fsd50k,246783,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246783.wav
fsd:dev:MUSC:246785,real,MUSC,tonal,fsd50k,real,real,fsd50k,246785,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246785.wav
fsd:dev:MUSC:246787,real,MUSC,tonal,fsd50k,real,real,fsd50k,246787,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246787.wav
fsd:dev:MUSC:246788,real,MUSC,tonal,fsd50k,real,real,fsd50k,246788,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246788.wav
fsd:dev:MUSC:246789,real,MUSC,tonal,fsd50k,real,real,fsd50k,246789,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246789.wav
fsd:dev:MUSC:246796,real,MUSC,tonal,fsd50k,real,real,fsd50k,246796,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246796.wav
fsd:dev:MUSC:246801,real,MUSC,tonal,fsd50k,real,real,fsd50k,246801,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246801.wav
fsd:dev:MUSC:246803,real,MUSC,tonal,fsd50k,real,real,fsd50k,246803,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246803.wav
fsd:dev:MUSC:246804,real,MUSC,tonal,fsd50k,real,real,fsd50k,246804,dev,1,-1,train,fsd50k/FSD50K.dev_audio/246804.wav
