clip_id,domain,event,morphology,source,system_id,track,orig_dataset,orig_id,dcase_subset,is_cc,instance_id,split,path,cond
el:ANML:125801961034145,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:164311,gen,1,125801961034145,train,synth/el_pairs/ANML/125801961034145.mp3,elevenlabs
fsd:dev:ANML:20062,real,ANML,vocal,fsd50k,real,real,fsd50k,20062,dev,1,129408792423624,train,fsd50k/FSD50K.dev_audio/20062.wav,real
el:ANML:129408792423624,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:20062,gen,1,129408792423624,train,synth/el_pairs/ANML/129408792423624.mp3,elevenlabs
fsd:dev:ANML:201613,real,ANML,vocal,fsd50k,real,real,fsd50k,201613,dev,1,243870465862439,train,fsd50k/FSD50K.dev_audio/201613.wav,real
el:ANML:243870465862439,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:201613,gen,1,243870465862439,train,synth/el_pairs/ANML/243870465862439.mp3,elevenlabs
fsd:dev:ANML:217767,real,ANML,vocal,fsd50k,real,real,fsd50k,217767,dev,1,135780137933414,train,fsd50k/FSD50K.dev_audio/217767.wav,real
el:ANML:135780137933414,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:217767,gen,1,135780137933414,train,synth/el_pairs/ANML/135780137933414.mp3,elevenlabs
fsd:dev:ANML:233783,real,ANML,vocal,fsd50k,real,real,fsd50k,233783,dev,1,188552684890414,train,fsd50k/FSD50K.dev_audio/233783.wav,real
el:ANML:188552684890414,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:233783,gen,1,188552684890414,train,synth/el_pairs/ANML/188552684890414.mp3,elevenlabs
fsd:dev:ANML:233784,real,ANML,vocal,fsd50k,real,real,fsd50k,233784,dev,1,158556647792635,train,fsd50k/FSD50K.dev_audio/233784.wav,real
el:ANML:158556647792635,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:233784,gen,1,158556647792635,train,synth/el_pairs/ANML/158556647792635.mp3,elevenlabs
fsd:dev:ANML:233785,real,ANML,vocal,fsd50k,real,real,fsd50k,233785,dev,1,158511136859746,train,fsd50k/FSD50K.dev_audio/233785.wav,real
el:ANML:158511136859746,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:233785,gen,1,158511136859746,train,synth/el_pairs/ANML/158511136859746.mp3,elevenlabs
fsd:dev:ANML:233786,real,ANML,vocal,fsd50k,real,real,fsd50k,233786,dev,1,165651881269548,train,fsd50k/FSD50K.dev_audio/233786.wav,real
el:ANML:165651881269548,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:233786,gen,1,165651881269548,train,synth/el_pairs/ANML/165651881269548.mp3,elevenlabs
fsd:dev:ANML:235864,real,ANML,vocal,fsd50k,real,real,fsd50k,235864,dev,1,29808180597487,train,fsd50k/FSD50K.dev_audio/235864.wav,real
el:ANML:29808180597487,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235864,gen,1,29808180597487,train,synth/el_pairs/ANML/29808180597487.mp3,elevenlabs
fsd:dev:ANML:235865,real,ANML,vocal,fsd50k,real,real,fsd50k,235865,dev,1,240177629924149,train,fsd50k/FSD50K.dev_audio/235865.wav,real
el:ANML:240177629924149,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235865,gen,1,240177629924149,train,synth/el_pairs/ANML/240177629924149.mp3,elevenlabs
fsd:dev:ANML:235867,real,ANML,vocal,fsd50k,real,real,fsd50k,235867,dev,1,168876244255812,train,fsd50k/FSD50K.dev_audio/235867.wav,real
el:ANML:168876244255812,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235867,gen,1,168876244255812,train,synth/el_pairs/ANML/168876244255812.mp3,elevenlabs
fsd:dev:ANML:235869,real,ANML,vocal,fsd50k,real,real,fsd50k,235869,dev,1,235159551807394,train,fsd50k/FSD50K.dev_audio/235869.wav,real
el:ANML:235159551807394,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235869,gen,1,235159551807394,train,synth/el_pairs/ANML/235159551807394.mp3,elevenlabs
fsd:dev:ANML:235871,real,ANML,vocal,fsd50k,real,real,fsd50k,235871,dev,1,42370887995268,train,fsd50k/FSD50K.dev_audio/235871.wav,real
el:ANML:42370887995268,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235871,gen,1,42370887995268,train,synth/el_pairs/ANML/42370887995268.mp3,elevenlabs
fsd:dev:ANML:235872,real,ANML,vocal,fsd50k,real,real,fsd50k,235872,dev,1,54469495152074,train,fsd50k/FSD50K.dev_audio/235872.wav,real
el:ANML:54469495152074,synth,ANML,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:ANML:235872,gen,1,54469495152074,train,synth/el_pairs/ANML/54469495152074.mp3,elevenlabs
fsd:dev:ANML:235875,real,ANML,vocal,fsd50k,real,real,fsd50k,235875,dev,1,223433202399277,train,fsd50k/FSD50K.dev_audio/235875.wav,real
fsd:dev:BELL:10430,real,BELL,tonal,fsd50k,real,real,fsd50k,10430,dev,1,45717793618575,train,fsd50k/FSD50K.dev_audio/10430.wav,real
el:BELL:45717793618575,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10430,gen,1,45717793618575,train,synth/el_pairs/BELL/45717793618575.mp3,elevenlabs
fsd:dev:BELL:10431,real,BELL,tonal,fsd50k,real,real,fsd50k,10431,dev,1,172624301831305,train,fsd50k/FSD50K.dev_audio/10431.wav,real
el:BELL:172624301831305,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10431,gen,1,172624301831305,train,synth/el_pairs/BELL/172624301831305.mp3,elevenlabs
fsd:dev:BELL:10433,real,BELL,tonal,fsd50k,real,real,fsd50k,10433,dev,1,226061688159353,train,fsd50k/FSD50K.dev_audio/10433.wav,real
el:BELL:226061688159353,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10433,gen,1,226061688159353,train,synth/el_pairs/BELL/226061688159353.mp3,elevenlabs
fsd:dev:BELL:10434,real,BELL,tonal,fsd50k,real,real,fsd50k,10434,dev,1,36277714671657,train,fsd50k/FSD50K.dev_audio/10434.wav,real
el:BELL:36277714671657,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10434,gen,1,36277714671657,train,synth/el_pairs/BELL/36277714671657.mp3,elevenlabs
fsd:dev:BELL:10437,real,BELL,tonal,fsd50k,real,real,fsd50k,10437,dev,1,146884320793610,train,fsd50k/FSD50K.dev_audio/10437.wav,real
el:BELL:146884320793610,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10437,gen,1,146884320793610,train,synth/el_pairs/BELL/146884320793610.mp3,elevenlabs
fsd:dev:BELL:10439,real,BELL,tonal,fsd50k,real,real,fsd50k,10439,dev,1,244755995041118,train,fsd50k/FSD50K.dev_audio/10439.wav,real
el:BELL:244755995041118,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10439,gen,1,244755995041118,train,synth/el_pairs/BELL/244755995041118.mp3,elevenlabs
fsd:dev:BELL:10440,real,BELL,tonal,fsd50k,real,real,fsd50k,10440,dev,1,226193508449527,train,fsd50k/FSD50K.dev_audio/10440.wav,real
el:BELL:226193508449527,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10440,gen,1,226193508449527,train,synth/el_pairs/BELL/226193508449527.mp3,elevenlabs
fsd:dev:BELL:10441,real,BELL,tonal,fsd50k,real,real,fsd50k,10441,dev,1,48577916346556,train,fsd50k/FSD50K.dev_audio/10441.wav,real
el:BELL:48577916346556,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10441,gen,1,48577916346556,train,synth/el_pairs/BELL/48577916346556.mp3,elevenlabs
fsd:dev:BELL:10442,real,BELL,tonal,fsd50k,real,real,fsd50k,10442,dev,1,55505222959925,train,fsd50k/FSD50K.dev_audio/10442.wav,real
el:BELL:55505222959925,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10442,gen,1,55505222959925,train,synth/el_pairs/BELL/55505222959925.mp3,elevenlabs
fsd:dev:BELL:10446,real,BELL,tonal,fsd50k,real,real,fsd50k,10446,dev,1,117335326903905,train,fsd50k/FSD50K.dev_audio/10446.wav,real
el:BELL:117335326903905,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10446,gen,1,117335326903905,train,synth/el_pairs/BELL/117335326903905.mp3,elevenlabs
fsd:dev:BELL:10449,real,BELL,tonal,fsd50k,real,real,fsd50k,10449,dev,1,266115371484517,train,fsd50k/FSD50K.dev_audio/10449.wav,real
el:BELL:266115371484517,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10449,gen,1,266115371484517,train,synth/el_pairs/BELL/266115371484517.mp3,elevenlabs
fsd:dev:BELL:10450,real,BELL,tonal,fsd50k,real,real,fsd50k,10450,dev,1,169342304691642,train,fsd50k/FSD50K.dev_audio/10450.wav,real
el:BELL:169342304691642,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10450,gen,1,169342304691642,train,synth/el_pairs/BELL/169342304691642.mp3,elevenlabs
fsd:dev:BELL:10453,real,BELL,tonal,fsd50k,real,real,fsd50k,10453,dev,1,213100782915926,train,fsd50k/FSD50K.dev_audio/10453.wav,real
el:BELL:213100782915926,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10453,gen,1,213100782915926,train,synth/el_pairs/BELL/213100782915926.mp3,elevenlabs
fsd:dev:BELL:10454,real,BELL,tonal,fsd50k,real,real,fsd50k,10454,dev,1,92023511125521,train,fsd50k/FSD50K.dev_audio/10454.wav,real
el:BELL:92023511125521,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10454,gen,1,92023511125521,train,synth/el_pairs/BELL/92023511125521.mp3,elevenlabs
fsd:dev:BELL:10455,real,BELL,tonal,fsd50k,real,real,fsd50k,10455,dev,1,167365989023815,train,fsd50k/FSD50K.dev_audio/10455.wav,real
el:BELL:167365989023815,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10455,gen,1,167365989023815,train,synth/el_pairs/BELL/167365989023815.mp3,elevenlabs
fsd:dev:BELL:10457,real,BELL,tonal,fsd50k,real,real,fsd50k,10457,dev,1,134820701102550,train,fsd50k/FSD50K.dev_audio/10457.wav,real
el:BELL:134820701102550,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10457,gen,1,134820701102550,train,synth/el_pairs/BELL/134820701102550.mp3,elevenlabs
fsd:dev:BELL:10461,real,BELL,tonal,fsd50k,real,real,fsd50k,10461,dev,1,166501623504904,train,fsd50k/FSD50K.dev_audio/10461.wav,real
el:BELL:166501623504904,synth,BELL,other,elevenlabs,elevenlabs,synth,generated,fsd:dev:BELL:10461,gen,1,166501623504904,train,synth/el_pairs/BELL/166501623504904.mp3,elevenlabs
fsd:dev:BELL:10462,real,BELL,tonal,fsd50k,real,real,fsd50k,10462,dev,1,4653060034681,train,fsd50k/FSD50K.dev_audio/10462.wav,real
